Catalyst,MTW,MFS,Cu,pH,Catalyst dosage (g/L),[C0] MO (mg/L),"[C0] 2,4-DCP (mg/L)",H2O2 (mM),Time (min),DE%,XGB,catb,ET,gbr,lgb,RF
MFS,0,1,0,2.0,0.2,10,0.0,0.5,40,19.27,22.43000030517578,20.62,28.46,22.52,23.09,28.28
MFS,0,1,0,2.0,0.2,10,0.0,0.5,60,24.72,25.0,25.36,24.72,25.7,24.65,28.35
MFS,0,1,0,2.0,0.2,10,0.0,0.5,80,30.56,30.93000030517578,30.71,30.56,31.51,30.6,36.9
MFS,0,1,0,2.0,0.2,10,0.0,0.5,100,34.99,35.22999954223633,34.95,34.99,36.5,34.93,38.86
MFS,0,1,0,2.0,0.2,10,0.0,0.5,120,40.67,41.04999923706055,40.68,40.67,40.95,40.66,43.59
MFS,0,1,0,2.0,0.2,10,0.0,0.5,140,44.31,50.34000015258789,46.57,57.87,50.2,50.78,53.08
MFS,0,1,0,2.0,0.2,10,0.0,0.5,160,48.49,49.72999954223633,49.14,48.49,50.14,48.4,54.57
MFS,0,1,0,2.0,0.2,10,0.0,0.5,180,53.86,55.54999923706055,53.51,58.36,57.15,52.63,61.74
MFS,0,1,0,2.0,0.2,10,0.0,0.5,200,56.23,56.27000045776367,56.37,56.23,58.16,56.39,61.5
MFS,0,1,0,3.0,0.2,10,0.0,0.5,0,0.0,0.0599999986588954,-0.26,0.0,-0.11,0.02,0.0
MFS,0,1,0,3.0,0.2,10,0.0,0.5,20,31.38,32.209999084472656,32.59,31.38,33.82,31.82,31.61
MFS,0,1,0,3.0,0.2,10,0.0,0.5,40,44.04,43.84000015258789,43.44,44.04,43.9,43.85,44.04
MFS,0,1,0,3.0,0.2,10,0.0,0.5,60,53.15,52.36000061035156,53.02,53.15,52.83,53.19,53.19
MFS,0,1,0,3.0,0.2,10,0.0,0.5,80,59.13,58.560001373291016,59.08,59.13,57.94,59.15,59.13
MFS,0,1,0,3.0,0.2,10,0.0,0.5,100,63.9,63.68999862670898,64.31,63.9,64.2,64.08,64.59
MFS,0,1,0,3.0,0.2,10,0.0,0.5,120,69.1,68.58000183105469,68.52,69.1,67.32,69.07,68.99
MFS,0,1,0,3.0,0.2,10,0.0,0.5,140,73.0,72.62999725341797,72.44,73.0,71.86,72.83,73.01
MFS,0,1,0,3.0,0.2,10,0.0,0.5,160,75.26,75.45999908447266,75.79,75.26,74.94,75.5,75.3
MFS,0,1,0,3.0,0.2,10,0.0,0.5,180,79.94,79.37999725341797,79.44,79.94,78.54,79.84,79.82
MFS,0,1,0,3.0,0.2,10,0.0,0.5,200,82.63,82.08000183105469,82.13,82.63,81.0,82.62,82.51
MFS,0,1,0,5.0,0.2,10,0.0,0.5,0,0.0,-0.3300000131130218,-0.23,0.0,-0.38,-0.05,0.0
MFS,0,1,0,5.0,0.2,10,0.0,0.5,20,3.64,3.259999990463257,3.5,3.64,3.86,3.36,3.84
MFS,0,1,0,5.0,0.2,10,0.0,0.5,40,7.89,7.75,7.9,7.89,7.93,8.09,8.41
MFS,0,1,0,5.0,0.2,10,0.0,0.5,60,11.65,11.800000190734863,10.81,10.93,10.85,12.06,11.85
MFS,0,1,0,5.0,0.2,10,0.0,0.5,80,14.44,14.050000190734863,13.9,14.44,12.19,14.22,15.03
MFS,0,1,0,5.0,0.2,10,0.0,0.5,100,18.09,18.57999992370605,18.57,18.09,16.67,18.11,18.5
MFS,0,1,0,5.0,0.2,10,0.0,0.5,120,20.15,20.459999084472656,20.53,20.15,21.59,19.97,21.49
MFS,0,1,0,5.0,0.2,10,0.0,0.5,140,22.58,22.950000762939453,23.51,22.58,23.21,22.86,23.77
MFS,0,1,0,5.0,0.2,10,0.0,0.5,160,25.98,26.43000030517578,26.65,26.29,26.2,23.97,26.09
MFS,0,1,0,5.0,0.2,10,0.0,0.5,180,29.5,31.280000686645508,31.31,29.5,31.48,29.81,29.99
MFS,0,1,0,5.0,0.2,10,0.0,0.5,200,37.99,37.470001220703125,37.73,37.99,38.1,37.65,35.84
MFS,0,1,0,9.0,0.2,10,0.0,0.5,0,0.0,0.050000000745058,0.37,0.0,-0.52,0.46,0.0
MFS,0,1,0,9.0,0.2,10,0.0,0.5,20,4.7,4.010000228881836,3.39,4.7,3.82,4.5,4.28
MFS,0,1,0,9.0,0.2,10,0.0,0.5,40,6.98,7.369999885559082,7.45,6.98,8.06,7.09,7.53
MFS,0,1,0,9.0,0.2,10,0.0,0.5,60,8.32,9.0600004196167,9.06,8.32,9.81,8.22,9.66
MFS,0,1,0,9.0,0.2,10,0.0,0.5,80,11.28,11.729999542236328,11.74,11.28,11.22,11.45,12.44
MFS,0,1,0,9.0,0.2,10,0.0,0.5,100,15.44,15.229999542236328,14.79,15.44,14.92,15.26,15.93
MFS,0,1,0,9.0,0.2,10,0.0,0.5,120,15.98,16.389999389648438,16.41,15.98,17.61,16.16,16.87
MFS,0,1,0,9.0,0.2,10,0.0,0.5,140,18.53,18.63999938964844,19.45,18.27,18.27,18.76,18.36
MFS,0,1,0,9.0,0.2,10,0.0,0.5,160,19.87,20.13999938964844,20.03,19.87,20.4,19.84,20.6
MFS,0,1,0,9.0,0.2,10,0.0,0.5,180,24.03,23.06999969482422,23.2,24.03,23.38,23.54,23.94
MFS,0,1,0,9.0,0.2,10,0.0,0.5,200,25.91,26.229999542236328,26.17,25.91,27.12,26.31,26.63
MFS,0,1,0,3.0,0.2,10,0.0,0.5,0,0.0,0.0599999986588954,-0.26,0.0,-0.11,0.02,0.0
MFS,0,1,0,3.0,0.2,10,0.0,0.5,20,31.38,32.209999084472656,32.59,31.38,33.82,31.82,31.61
MFS,0,1,0,3.0,0.2,10,0.0,0.5,40,44.04,43.84000015258789,43.44,44.04,43.9,43.85,44.04
MFS,0,1,0,3.0,0.2,10,0.0,0.5,60,53.15,52.36000061035156,53.02,53.15,52.83,53.19,53.19
MFS,0,1,0,3.0,0.2,10,0.0,0.5,80,59.13,58.560001373291016,59.08,59.13,57.94,59.15,59.13
MFS,0,1,0,3.0,0.2,10,0.0,0.5,100,63.9,63.68999862670898,64.31,63.9,64.2,64.08,64.59
MFS,0,1,0,3.0,0.2,10,0.0,0.5,120,69.1,68.58000183105469,68.52,69.1,67.32,69.07,68.99
MFS,0,1,0,3.0,0.2,10,0.0,0.5,140,73.0,72.62999725341797,72.44,73.0,71.86,72.83,73.01
MFS,0,1,0,3.0,0.2,10,0.0,0.5,160,75.26,75.45999908447266,75.79,75.26,74.94,75.5,75.3
MFS,0,1,0,3.0,0.2,10,0.0,0.5,180,79.94,79.37999725341797,79.44,79.94,78.54,79.84,79.82
MFS,0,1,0,3.0,0.2,10,0.0,0.5,200,82.63,82.08000183105469,82.13,82.63,81.0,82.62,82.51
MFS,0,1,0,3.0,0.4,10,0.0,0.5,0,0.0,2.75,2.43,0.0,1.17,2.6,0.0
MFS,0,1,0,3.0,0.4,10,0.0,0.5,20,40.24,36.77999877929688,35.34,40.24,33.95,38.2,36.84
MFS,0,1,0,3.0,0.4,10,0.0,0.5,40,50.72,48.54999923706055,49.79,50.72,47.21,51.27,48.65
MFS,0,1,0,3.0,0.4,10,0.0,0.5,60,54.18,53.91999816894531,53.48,54.18,53.58,54.17,54.75
MFS,0,1,0,3.0,0.4,10,0.0,0.5,80,56.16,56.36000061035156,55.7,56.16,57.72,56.07,57.81
MFS,0,1,0,3.0,0.4,10,0.0,0.5,100,59.03,59.970001220703125,60.48,60.17,63.3,57.92,61.65
MFS,0,1,0,3.0,0.4,10,0.0,0.5,120,61.7,62.7599983215332,63.69,61.7,66.26,61.66,64.65
MFS,0,1,0,3.0,0.4,10,0.0,0.5,140,67.83,68.3499984741211,67.98,67.83,70.94,67.93,69.48
MFS,0,1,0,3.0,0.4,10,0.0,0.5,160,70.79,70.48999786376953,71.38,70.79,74.12,70.61,71.2
MFS,0,1,0,3.0,0.4,10,0.0,0.5,180,74.16,75.0999984741211,74.58,74.16,77.35,74.17,74.36
MFS,0,1,0,3.0,0.4,10,0.0,0.5,200,75.94,77.02999877929688,76.73,75.94,79.74,76.05,76.0
MFS,0,1,0,3.0,1.0,10,0.0,0.5,0,0.0,-1.3300000429153442,-1.08,0.0,-1.23,-2.35,0.0
MFS,0,1,0,3.0,1.0,10,0.0,0.5,20,37.18,38.27000045776367,38.99,37.18,38.96,38.71,40.51
MFS,0,1,0,3.0,1.0,10,0.0,0.5,40,44.0,50.88999938964844,49.41,57.75,50.14,48.73,54.27
MFS,0,1,0,3.0,1.0,10,0.0,0.5,60,47.86,48.970001220703125,49.17,47.86,49.53,47.74,51.87
MFS,0,1,0,3.0,1.0,10,0.0,0.5,80,50.72,50.75,50.61,50.72,52.27,50.79,54.76
MFS,0,1,0,3.0,1.0,10,0.0,0.5,100,55.27,56.13999938964844,55.79,55.27,57.55,55.24,57.8
MFS,0,1,0,3.0,1.0,10,0.0,0.5,120,59.32,58.75,59.11,59.32,60.56,59.28,61.57
MFS,0,1,0,3.0,1.0,10,0.0,0.5,140,65.55,66.38999938964844,63.92,66.27,66.15,63.17,68.43
MFS,0,1,0,3.0,1.0,10,0.0,0.5,160,68.92,68.43000030517578,68.26,68.92,68.43,68.96,70.11
MFS,0,1,0,3.0,1.0,10,0.0,0.5,180,73.07,72.68000030517578,72.24,73.07,70.89,73.08,73.67
MFS,0,1,0,3.0,1.0,10,0.0,0.5,200,74.65,74.1500015258789,74.45,74.65,73.82,74.64,75.29
MFS,0,1,0,3.0,0.2,10,0.0,0.5,0,0.0,0.0599999986588954,-0.26,0.0,-0.11,0.02,0.0
MFS,0,1,0,3.0,0.2,10,0.0,0.5,20,31.38,32.209999084472656,32.59,31.38,33.82,31.82,31.61
MFS,0,1,0,3.0,0.2,10,0.0,0.5,40,44.04,43.84000015258789,43.44,44.04,43.9,43.85,44.04
MFS,0,1,0,3.0,0.2,10,0.0,0.5,60,53.15,52.36000061035156,53.02,53.15,52.83,53.19,53.19
MFS,0,1,0,3.0,0.2,10,0.0,0.5,80,59.13,58.560001373291016,59.08,59.13,57.94,59.15,59.13
MFS,0,1,0,3.0,0.2,10,0.0,0.5,100,63.9,63.68999862670898,64.31,63.9,64.2,64.08,64.59
MFS,0,1,0,3.0,0.2,10,0.0,0.5,120,69.1,68.58000183105469,68.52,69.1,67.32,69.07,68.99
MFS,0,1,0,3.0,0.2,10,0.0,0.5,140,73.0,72.62999725341797,72.44,73.0,71.86,72.83,73.01
MFS,0,1,0,3.0,0.2,10,0.0,0.5,160,75.26,75.45999908447266,75.79,75.26,74.94,75.5,75.3
MFS,0,1,0,3.0,0.2,10,0.0,0.5,180,79.94,79.37999725341797,79.44,79.94,78.54,79.84,79.82
MFS,0,1,0,3.0,0.2,10,0.0,0.5,200,82.63,82.08000183105469,82.13,82.63,81.0,82.62,82.51
MFS,0,1,0,3.0,0.2,10,0.0,1.0,0,0.0,-0.7799999713897705,0.25,0.0,-2.28,-5.41,0.0
